"","city","state"
"4314","ENGLISHTOWN","29"
"211881","MARTIN","40"
"890","SILVERTHORNE","5"
"6845","WEST BROWNSVILLE","37"
"3965","WOODSTOCK","28"
"60800","MEIGS","10"
"186151","WAELDER","42"
"268396","MILAN","34"
"3292","BIRCH RUN","21"
"7213","BENTON","41"
"119159","CHENEYVILLE","17"
"5697","ERICK","35"
"7280","MORGANS POINT RESORT","42"
"3103","LAKE LINDEN","21"
"7196","RED BOILING SPRINGS","41"
"225","CAMP HILL","1"
"26097","AULT","5"
"54668","COOL VALLEY","24"
"7966","EATONVILLE","46"
"91252","ALTO","42"
"23995","WALLIS","42"
"117","ECLECTIC","1"
"1882","PORT BYRON","12"
"165210","ST. MICHAELS","19"
"17630","EAGLE","5"
"216210","OIL CITY","17"
"66393","SANTA ANNA","42"
"3220","LAKEVIEW","21"
"41225","CRYSTAL BEACH","42"
"4157","HI NELLA","29"
"3795","HARLEM","25"
"161297","RUTLEDGE","41"
"7513","KEMP","42"
"48568","SOUTH COATESVILLE","37"
"5700","GEARY","35"
"97711","GARYSBURG","32"
"22402","OILTON","35"
"38251","ELSINBORO TOWNSHIP","29"
"61754","OXFORD","15"
"176094","FLETCHER","35"
"78013","LA CYGNE","15"
"74677","HEMPHILL","42"
"4141","AUDUBON PARK","29"
"116645","WAITSBURG","46"
"5747","RINGLING","35"
"84894","MONUMENT","5"
"12127","INVERNESS","23"
"8038","NEW CUMBERLAND","47"
"32424","SPRING HILL","41"
"1326","ARLINGTON","10"
"7773","LAWRENCEVILLE","45"
"50296","WINLOCK","46"
"251622","ATHENS","48"
"5581","BRADFORD","34"
"182280","COLE CAMP","24"
"5115","FAIR BLUFF","32"
"87738","UTICA","23"
"70810","EDWARDS","23"
"2990","BARAGA","21"
"26522","BROOKLET","10"
"253","FREDONIA","2"
"5280","ROWLAND","32"
"556","IRWINDALE","4"
"58448","MANOR","42"
"4983","LAKE GEORGE VILLAGE","31"
"7561","PATTON VILLAGE","42"
"49734","QUINLAN","42"
"186134","WORTHAM","42"
"237","CHATOM","1"
"92005","MORTON","46"
"8123","MARLINTON","47"
"29098","PLAINS","25"
"1161","MASCOTTE","9"
"71186","GRANTHAM","28"
"5741","LAVERNE","35"
"164848","ALTAMONT","15"
"5053","TAYLORSVILLE","32"
"8367","PINE BLUFFS","49"
"1012","NEWPORT","7"
"1377","SPRINGFIELD","10"
"36791","BELLAIRE","21"
"7905","RIDGEFIELD","46"
"3097","READING","21"
"14292","PORT ORFORD","36"
"152410","COLBERT","35"
"182390","GLASGOW","24"
"1267","LAKE HAMILTON","9"
"220231","WEST MAYFIELD BOROUGH","37"
"2695","COTTAGE CITY","19"
"15434","RIDGELAND","39"
"9289","TELLURIDE","5"
"7808","EXMORE","45"
"164892","NICKERSON","15"
"141265","MIDWAY","9"
"53132","ELWOOD","15"
"14415","NEVILLE TOWNSHIP","37"
"31184","AMITY","36"
"9712","STATHAM","10"
"156093","WYOMING","7"
"7437","GRUVER","42"
"161396","RIDGETOP","41"
"26644","LUMPKIN","10"
"196406","MARVELL","3"
"3231","WHITE CLOUD","21"
"19981","HOWARD CITY","21"
"43680","EDISON","10"
"16036","TYE","42"
"37029","CARSON CITY","21"
"217465","PURDY","24"
"150047","FAIR HAVEN TOWNSHIP","21"
"82981","KEMAH","42"
"43798","OGLETHORPE","10"
"246584","CENTER HARBOR","28"
"49931","WALLER","42"
"131668","BULLARD","42"
"6319","KNOX","37"
"1043","CEDAR GROVE","9"
"843","NEDERLAND","5"
"23119","WICONISCO TOWNSHIP","37"
"1561","MARTINSVILLE","12"
"112689","MANHATTAN","25"
"5303","WALNUT COVE","32"
"13695","PILOT MOUNTAIN","32"
"5307","BRYSON CITY","32"
"8072","CHAPMANVILLE","47"
"14348","TURNER","36"
"5760","TALIHINA","35"
"75940","BLUE LAKE","4"
"6129","HYNDMAN BORO","37"
"131604","MAGNOLIA","42"
"182435","EDINA","24"
"196367","MARMADUKE","3"
"169901","BOGATA","42"
"123820","KNOX CITY","42"
"52293","ROCHELLE","10"
"91706","MORONI","43"
"7152","RUTHERFORD","41"
"1316","FITZGERALD","10"
"8135","SOPHIA","47"
"1363","GRANTVILLE","10"
"54219","BROWN CITY","21"
"129740","HOLLAND","34"
"57392","DUBOISTOWN","37"
"62","CEDAR BLUFF","1"
"3333","LAINGSBURG","21"
"2174","SEDAN","15"
"7943","BLACK DIAMOND","46"
"32481","FRANKSTON","42"
"41572","WENDOVER","43"
"3211","COLEMAN","21"
"7803","CLARKSVILLE","45"
"18366","THOMASBORO","12"
"853","PALMER LAKE","5"
"4237","WOOLWICH","29"
"32868","DALWORTHINGTON GARDENS","42"
"131586","BRUCEVILLE-EDDY","42"
"1029","MILLSBORO","7"
"32517","SOMERSET","42"
"1224","MANGONIA PARK","9"
"7910","KALAMA","46"
"9653","INDIAN SHORES","9"
"22423","BUFFALO","35"
"1407","CLARKESVILLE","10"
"99257","PAMPLICO","39"
"205191","ALTHEIMER","3"
"78","NEW BROCKTON","1"
"254220","SOUTH PEKIN","12"
"196066","OHATCHEE","1"
"3316","COLON","21"
"194951","CALVERT","42"
"5810","BEGGS","35"
"204363","WOODWAY","46"
"162806","MARION","48"
"6756","GALETON","37"
"6342","LOCUST TOWNSHIP","37"
"66404","EDEN","42"
"161854","THORNDALE","42"
"7296","VALLEY MILLS","42"
"6959","IVA","39"
"4416","SHIP BOTTOM","29"
"8108","STAR CITY","47"
"8304","LAKE DELTON","48"
"106545","BOISE CITY","35"
"139","MOUNDVILLE","1"
"152258","VILLAGE OF LEESBURG","34"
"62640","MANTON","21"
"169364","VONORE","41"
"1001","CLAYTON","7"
"119186","CULLEN","17"
"3208","SCOTTVILLE","21"
"16160","ONANCOCK","45"
"7201","KIMBALL","41"
"857","KREMMLING","5"
"169757","PENITAS","42"
"35164","PORTERDALE","10"
"109586","WELLTON","2"
"4392","BEACH HAVEN","29"
"273268","KEENESBURG","5"
"78012","PLEASANTON","15"
"7250","GLEASON","41"
"1177","BRADENTON BEACH","9"
"182485","WELLSVILLE","24"
"2657","NORTH BEACH","19"
"80631","CLYDE VILLAGE","31"
"102332","LUMBER CITY","10"
"7517","MUNDAY","42"
"153633","GROTON","40"
"4016","NEW DURHAM","28"
"173033","STERLINGTON","17"
"4134","PEMBERTON","29"
"20551","BOULDER","25"
"157044","ELTON","17"
"7657","BIG SANDY","42"
"164915","ST. JOHN","15"
"5327","BLOWING ROCK","32"
"59045","ROME TOWN","48"
"153","ROGERSVILLE","1"
"6233","DALE","37"
"5782","LOCUST GROVE","35"
"7800","KENBRIDGE","45"
"190987","GOODMAN","24"
"3064","HARBOR SPRINGS","21"
"7918","SOAP LAKE","46"
"7961","LONG BEACH","46"
"5306","DOBSON","32"
"904","FIRESTONE","5"
"9270","OLATHE","5"
"7840","CHILHOWIE","45"
"68639","SPARKS","10"
"25982","PAGOSA SPRINGS","5"
"210336","NEW VIENNA","34"
"6983","CHESTERFIELD","39"
"1015","BRIDGEVILLE","7"
"1381","BLUE RIDGE","10"
"7025","HARDEEVILLE","39"
"34992","NORTH REDINGTON BEACH","9"
"79641","WELLS","27"
"6605","PRINGLE BORO","37"
"3556","NEW PRAGUE","22"
"4357","CHESTER","29"
"196459","OLA","3"
"3920","CARLIN","27"
"7817","CHATHAM","45"
"14200","MORRIS","35"
"216889","STOCKBRIDGE","21"
"22467","KINGSTON","35"
"250","TOMBSTONE","2"
"121785","GENEVA-ON-THE-LAKE","34"
"24432","HAWKINS","42"
"2723","DELMAR","19"
"172019","CARRABELLE","9"
"3961","LINCOLN","28"
"36033","NORTH NEWTON","15"
"493","FERNDALE","4"
"13858","CLINTON TOWNSHIP","34"
"80305","PORT BYRON VILLAGE","31"
"14213","YALE","35"
"182362","CLARKTON","24"
"14124","RUSH SPRINGS","35"
"1510","WILDER","11"
"1141","ZOLFO SPRING","9"
"3933","NEW HAMPTON","28"
"1021","REHOBOTH BEACH","7"
"3230","NEWAYGO","21"
"74384","PARKER","42"
"2397","DIXIE POLICE AUTHORITY","16"
"37","GULF SHORES","1"
"3745","COUNTRY CLUB HILLS","24"
"9303","ERIE","5"
"49821","ROSCOE","42"
"35132","SPARTA","10"
"2805","GILL","20"
"178779","BLAIR","48"
"5745","WETUMKA","35"
"9293","FRISCO","5"
"74417","GLENN HEIGHTS","42"
"85353","FLOWERY BRANCH","10"
"5146","PINETOPS","32"
"2567","ASHLAND","18"
"37446","GOODMAN","23"
"1030","SELBYVILLE","7"
"7058","HOLLY HILL","39"
"7702","EAST CARBON","43"
"2326","MANCHESTER","16"
"161313","SNEEDVILLE","41"
"2698","FAIRMOUNT HEIGHTS","19"
"2716","SAINT MICHAELS","19"
"126990","RICHWOOD","17"
"137305","HINTON","35"
"5972","CARLTON","36"
"7095","DEADWOOD","40"
"80306","MORAVIA VILLAGE","31"
"48449","TROY","37"
"141278","LAKE PLACID","9"
"182450","PIERCE CITY","24"
"1299","DAYTONA BEACH SHORES","9"
"29022","CALVERTON PARK","24"
"3674","CLAYCOMO","24"
"168243","ROCKAWAY BEACH","36"
"3744","CHARLACK","24"
"690","SAN JUAN BAUTISTA","4"
"92057","KETTLE FALLS","46"
"326","HAMPTON","3"
"4548","MORIARTY","30"
"11954","SPRING PARK","22"
"58083","SEADRIFT","42"
"11548","BRECKENRIDGE","21"
"15603","BAXTER","41"
"5176","WELDON","32"
"11451","FRANKFORT","21"
"22065","SALINEVILLE","34"
"109085","FOX LAKE","48"
"14352","BOARDMAN","36"
"54214","CENTREVILLE","21"
"83962","SPRING GREEN","48"
"143280","CHINOOK","25"
"775","MONTAGUE","4"
"2998","PINCONNING","21"
"109078","MAPLE BLUFF","48"
"172835","WATHENA","15"
"14335","WALDPORT","36"
"5139","ROSE HILL","32"
"125085","ARGO","1"
"126982","OLLA","17"
"186153","COLLINSVILLE","42"
"49028","MIDDLEBURG","37"
"11680","STANTON","21"
"7158","TRACY CITY","41"
"5225","PINEHURST","32"
"48636","NEWVILLE","37"
"1431","LEESBURG","10"
"220224","WHITE TOWNSHIP","37"
"219588","SALINE TOWNSHIP","34"
"32993","NAPLES","43"
"80328","PHILMONT VILLAGE","31"
"132371","COTTAGE GROVE","48"
"4174","AVALON","29"
"116205","PELICAN BAY","42"
"2730","OCEAN PINES","19"
"2454","OWENTON","16"
"2687","ROCK HALL","19"
"131399","FLATONIA","42"
"182642","WINONA","24"
"35153","LUDOWICI","10"
"27547","LACROSSE","15"
"3695","IRONTON","24"
"5216","HUNTERSVILLE","32"
"187062","GRANTSBURG","48"
"37670","THOMPSON FALLS","25"
"1471","BOSTON","10"
"116274","WILLARD","43"
"8373","LUSK","49"
"7175","ERIN","41"
"3096","LITCHFIELD","21"
"6308","SOUTH COATESVILLE BORO","37"
"190539","WINNEBAGO","22"
"7400","ROSEBUD","42"
"41134","MONT BELVIEU","42"
"1436","MARSHALLVILLE","10"
"5220","BISCOE","32"
"16177","CLINTWOOD","45"
"11612","SCHOOLCRAFT","21"
"69010","PALESTINE","12"
"63650","ELMER","29"
"72","GROVE HILL","1"
"163171","FLIPPIN","3"
"5107","PITTSBORO","32"
"1226","OCEAN RIDGE","9"
"24760","YELM","46"
"164640","NORTH LIBERTY","13"
"28761","DAWSON","22"
"132069","ROYAL CITY","46"
"22305","NAVARRE","34"
"8164","OCEANA","47"
"5355","WATFORD CITY","33"
"1603","EAST HAZEL CREST","12"
"196323","DECATUR","3"
"7318","SOMERVILLE","42"
"124945","LOXLEY","1"
"2988","MANCELONA","21"
"6994","LATTA","39"
"7177","MCEWEN","41"
"169575","MELISSA","42"
"7947","SNOQUALMIE","46"
"184459","BEAVER","35"
"196416","DOVER","3"
"2021","CULVER","13"
"129751","COITSVILLE TOWNSHIP","34"
"2275","YATES CENTER","15"
"142044","GLENMORA","17"
"3308","CAPAC","21"
"6255","LORETTO BORO","37"
"1757","VIENNA","12"
"1020","MILTON","7"
"42","CLAYTON","1"
"14238","VIAN","35"
"127950","APPLETON","22"
"49068","BURGETTSTOWN","37"
"94001","HIRAM","10"
"170652","CLEVELAND","48"
"172175","INTERLACHEN","9"
"248226","RUSSELLS POINT","34"
"3178","PINCKNEY","21"
"182350","BOURBON","24"
"3133","SHEPHERD","21"
"5757","SNYDER","35"
"134666","ERVING","20"
"190676","WHEATON","22"
"5812","FAIRFAX","35"
"229720","ATGLEN","37"
"85","GOODWATER","1"
"4409","OCEAN GATE","29"
"7926","COSMOPOLIS","46"
"134358","DUSON","17"
"1536","OSBURN","11"
"138972","GRAPELAND","42"
"258536","PIONEER","34"
"15380","SAINT STEPHENS","39"
"83825","CORNELL","48"
"83941","PHILLIPS","48"
"177197","BURNS","41"
"77961","HILL CITY","15"
"3787","OAKLAND","24"
"502","WESTMORLAND","4"
"121951","PLAIN CITY","34"
"3759","HILLSDALE","24"
"8372","EVANSVILLE","49"
"5069","BLADENBORO","32"
"24473","BLUFFDALE","43"
"3051","OVID","21"
"8023","MOUNT HOPE","47"
"13595","KENLY","32"
"5840","KONAWA","35"
"286055","FENNVILLE","21"
"7595","ROYSE CITY","42"
"259540","HUGHESTOWN","37"
"5600","RIVERSIDE","34"
"124453","TENINO","46"
"158518","NEWFIELDS","28"
"1134","GRETNA","9"
"99783","HUBBARD","42"
"127804","MOOSE LAKE","22"
"3216","LUNA PIER","21"
"5944","HEPPNER","36"
"19061","HARPER","15"
"182341","GOWER","24"
"5150","FRANKLINTON","32"
"191","UNIONTOWN","1"
"72162","BOILING SPRINGS LAKE","32"
"6974","FOLLY BEACH","39"
"108053","GRANITE SHOALS","42"
"8221","ELROY","48"
"14121","STRATFORD","35"
"7834","MOUNT JACKSON","45"
"1497","ABERDEEN","11"
"182622","VELDA CITY","24"
"396","HAZEN","3"
"146031","GRAYSVILLE","41"
"1794","LAKE VILLA","12"
"78049","CARBONDALE","15"
"15411","JOHNSONVILLE","39"
"5695","CHEROKEE","35"
"153724","CRUMP","41"
"113933","FOUR OAKS","32"
"89437","VILL. OF HIGHLAND HILLS","34"
"128192","WRIGHT CITY P.D","24"
"3320","WHITE PIGEON","21"
"15187","KLINE TOWNSHIP","37"
"121","FLOMATON","1"
"6053","BLAWNOX","37"
"419","LINCOLN","3"
"141386","REDINGTON BEACHES","9"
"7409","NEEDVILLE","42"
"174511","BENNINGTON","28"
"3725","WESTON","24"
"5943","AUMSVILLE","36"
"6783","SHAMOKIN DAM","37"
"7474","LA VILLA","42"
"2987","ELK RAPIDS","21"
"4148","CHESILHURST","29"
"15854","GUN BARREL CITY","42"
"116053","INGRAM","42"
"7050","WHITMIRE","39"
"244","SPRINGERVILLE","2"
"196403","PERRYVILLE","3"
"5211","ROBERSONVILLE","32"
"47954","APACHE","35"
"1183","DUNNELLON","9"
"127018","ST. JOSEPH","17"
"129511","ROSEBORO","32"
"210561","SOUTH BLOOMFIELD","34"
"35180","RICHLAND","10"
"5739","GRANITE","35"
"3798","FORT BENTON","25"
"33269","MUKILTEO","46"
"5838","INOLA","35"
"182352","STEELVILLE","24"
"5330","FREMONT","32"
"8027","GLENVILLE","47"
"8149","CEREDO","47"
"123758","TOOL","42"
"322","GENTRY","3"
"8806","BRIGGS","4"
"182465","NOEL","24"
"150743","WRIGHT CITY","24"
"2671","NORTH EAST","19"
"2804","ASHFIELD","20"
"321","PEA RIDGE","3"
"15162","NEWPORT","37"
"266902","EFFINGHAM","28"
"1484","TENNILLE","10"
"7507","JOSHUA","42"
"5342","JONESVILLE","32"
"169554","QUEEN CITY","42"
"219419","ORWELL","34"
"6232","CRESSON","37"
"2184","ARMA","15"
"1361","HARLEM","10"
"7920","WARDEN","46"
"182634","SWEET SPRINGS","24"
"12226","BEL-NOR","24"
"100732","WHITEHALL","48"
"3906","GORDON","26"
"10268","ROXANA","12"
"6341","HEMLOCK TOWNSHIP","37"
"10662","WELLSVILLE","15"
"7656","WOODVILLE","42"
"110888","BELLEVUE","11"
"182283","MARBLE HILL","24"
"6804","BLOSSBURG","37"
"99","NEWTON","1"
"4346","SOUTH BELMAR","29"
"5905","JOHN DAY","36"
"203","ASHVILLE","1"
"41030","MILLERSVILLE","41"
"32394","SURGOINSVILLE","41"
"6438","ALBION","37"
"2633","BAILEYVILLE","18"
"16481","LOGAN","47"
"7044","MCCORMICK","39"
"182663","LICKING","24"
"7075","PACOLET","39"
"131289","BAIRD","42"
"5704","CARNEGIE","35"
"5895","GOLD BEACH","36"
"2602","DAMARISCOTTA","18"
"13395","WOLCOTT VILLAGE","31"
"159723","ABERDEEN","34"
"176045","SHREVE","34"
"2713","PRINCESS ANNE","19"
"24301","SHENANDOAH","42"
"182266","TARKIO","24"
"5166","CREEDMOOR","32"
"52230","BUENA VISTA","10"
"47","BLOUNTSVILLE","1"
"24725","OROVILLE","46"
"5847","COMANCHE","35"
"1261","DAVENPORT","9"
"7315","BANGS","42"
"219444","BATAVIA","34"
"161361","WHITWELL","41"
"41862","SOUTH BEND","46"
"7186","LORETTO","41"
"627","DEL REY OAKS","4"
"1402","UNION POINT","10"
"902","MILLIKEN","5"
"6334","CATAWISSA","37"
"7116","JACKSBORO","41"
"212329","ANNA","42"
"57945","ENGLEWOOD","41"
"5213","PINEVILLE","32"
"33221","ALGONA","46"
"17670","PALISADE","5"
"901","JOHNSTOWN","5"
"3808","RONAN CITY","25"
"100438","MABTON","46"
"14277","CLATSKANIE","36"
"3352","LAWTON","21"
"24991","PALMYRA","48"
"3018","QUINCY","21"
"6463","MERCERSBURG","37"
"4614","GREENE VILLAGE","31"
"4438","LOWER ALLOWAYS CREEK TOW","29"
"7584","CORRIGAN","42"
"14526","FREEDOM","37"
"19233","SAINT REGIS","16"
"182544","HUNTSVILLE","24"
"1537","PINEHURST","11"
"3020","UNION CITY","21"
"193","GORDO","1"
"2720","HANCOCK","19"
"52","GEORGIANA","1"
"7781","TAPPAHANNOCK","45"
"10146","WARSAW","12"
"430","DANVILLE","3"
"116278","WELLINGTON","43"
"7564","LONE STAR","42"
"7129","BELLS","41"
"1273","CRESCENT CITY","9"
"41865","NEWPORT","46"
"2369","MUNFORDVILLE","16"
"7072","INMAN","39"
"174384","STEVENSVILLE","25"
"214010","BONO","3"
"127021","BERNICE","17"
"5347","BOWMAN","33"
"112595","RICHLAND","24"
"5109","MURPHY","32"
"1503","PRIEST RIVER","11"
"3062","OLIVET","21"
"3598","PORT GIBSON","23"
"5954","STANFIELD","36"
"772","DUNSMUIR","4"
"5254","BURGAW","32"
"8371","MILLS","49"
"41513","POTH","42"
"5209","MARS HILL","32"
"26076","DEL NORTE","5"
"161512","DANBURY","42"
"182366","SENATH","24"
"4415","SEASIDE PARK","29"
"16812","DILLINGHAM","50"
"11277","HOLLAND","20"
"5712","WILSON","35"
"261","PIMA","2"
"5368","HARVEY","33"
"5724","MANNFORD","35"
"119130","CLINTON","17"
"5956","ELGIN","36"
"5513","NEWTOWN","34"
"364","STAMPS","3"
"2994","NASHVILLE","21"
"19212","WORTHINGTON","16"
"5065","BELHAVEN","32"
"149961","COLOMA CITY","21"
"3111","HARBOR BEACH","21"
"41893","STANWOOD","46"
"1252","REDINGTON BEACH","9"
"260672","WHITEWRIGHT","42"
"14166","CHOUTEAU","35"
"5108","ANDREWS","32"
"3324","MARLETTE","21"
"3301","ZILWAUKEE","21"
"1457","ELLAVILLE","10"
"3800","BAKER","25"
"3154","KALKASKA","21"
"329","GREEN FOREST","3"
"1115","VIRGINIA GARDENS","9"
"9773","UNADILLA","10"
"144895","CALERA","35"
"13954","MOUNT STERLING","34"
"4659","GOWANDA VILLAGE","31"
"5266","TRYON","32"
"184155","MECHANICSBURG","34"
"5300","NORWOOD","32"
"5837","CHELSEA","35"
"5261","BETHEL","32"
"155332","MULBERRY","3"
"91420","WHITNEY","42"
"272582","LAMAR","3"
"888","CENTER","5"
"5689","WESTON","34"
"154699","COUPEVILLE","46"
"99302","PINE RIDGE","39"
"7403","LOCKNEY","42"
"2474","CADIZ","16"
"92016","BREWSTER","46"
"157032","BASILE","17"
"130028","HOOKER","35"
"169889","HUDSON OAKS","42"
"13840","UNION CITY","34"
"2358","LEWISPORT","16"
"1128","BUNNELL","9"
"201464","BURNSVILLE","32"
"116136","BOVINA","42"
"32177","JACKSON","39"
"57933","NEW JOHNSONVILLE","41"
"43381","NEWBERRY","9"
"108135","ROANOKE","42"
"109971","MURRIETA","4"
"7030","KERSHAW","39"
"182644","SHELBINA","24"
"3317","CONSTANTINE","21"
"1740","ZEIGLER","12"
"426","KENSETT","3"
"293","MARANA","2"
"210448","MCCOMB","34"
"194","REFORM","1"
"6805","ELKLAND","37"
"52287","CLEVELAND","10"
"149484","INDEPENDENCE","17"
"131562","THREE RIVERS","42"
"7912","EAST WENATCHEE","46"
"182657","FORSYTH","24"
"7014","WARE SHOALS","39"
"3279","EVART","21"
"41894","SULTAN","46"
"5818","PAWNEE","35"
"182419","DUQUESNE","24"
"3026","HOMER","21"
"7012","CITY VIEW","39"
"272414","COALING","1"
"1133","HAVANA","9"
"6417","TRAINER","37"
"49548","COMBES","42"
"11465","THREE OAKS","21"
"7893","RITZVILLE","46"
"5882","RAINIER","36"
"80331","CHATHAM VILLAGE","31"
"1334","RINGGOLD","10"
"167697","SOUTH CHARLESTON","34"
"5603","MCCONNELSVILLE","34"
"5854","SKIATOOK","35"
"9214","IDAHO SPRINGS","5"
"5185","HAZELWOOD","32"
"100","MIDLAND","1"
"2676","HURLOCK","19"
"3541","AURORA","22"
"3924","LOVELOCK","27"
"224512","GUYTON","10"
"3077","MONTROSE","21"
"7801","VICTORIA","45"
"447","SUTTER CREEK","4"
"7928","OCEAN SHORES","46"
"182424","HILLSBORO","24"
"76663","CROSS CITY","9"
"124796","WALWORTH","48"
"1027","GEORGETOWN","7"
"210307","CRIDERSVILLE","34"
"169024","ST. STEPHEN","39"
"162950","MIDLAND CITY","1"
"7144","COWAN","41"
"11466","WATERVLIET","21"
"1931","ROCKDALE","12"
"5178","ANGIER","32"
"8166","ADAMS","48"
"214108","CAVE CITY","3"
"142059","PEARL RIVER","17"
"209397","LAKE COMO","29"
"7987","AIRWAY HEIGHTS","46"
"219611","WEST LIBERTY","34"
"16266","APPALACHIA","45"
"270749","HUGHES SPRINGS","42"
"3855","VALLEY","26"
"2618","EAST MILLINOCKET","18"
"153364","MCDONALD BOROUGH","37"
"3728","SAINT ROBERT","24"
"8351","GREYBULL","49"
"1139","BOWLING GREEN","9"
"1314","ADAIRSVILLE","10"
"5825","KREBS","35"
"4146","BROOKLAWN","29"
"49836","SPRINGTOWN","42"
"3030","CASSOPOLIS","21"
"3836","IMPERIAL","26"
"2472","ELKTON","16"
"2171","HORTON","15"
"14157","BLANCHARD","35"
"5836","CATOOSA","35"
"7239","WESTMORELAND","41"
"41916","ZILLAH","46"
"3485","LONG LAKE","22"
"3271","HART","21"
"34882","SNEADS","9"
"7105","LAKE CITY","41"
"80428","SAINT JOHNSVILLE VILLAGE","31"
"32268","IRMO","39"
"147","STEVENSON","1"
"5365","MAYVILLE","33"
"1389","ROYSTON","10"
"110894","PARMA","11"
"3278","WEST BRANCH","21"
"3054","GRAYLING","21"
"89295","EAST SPENCER","32"
"7953","CLE ELUM","46"
"49116","TUNKHANNOCK","37"
"8332","BUTLER","48"
"1743","ROODHOUSE","12"
"5128","KILL DEVIL HILLS","32"
"3348","DECATUR","21"
"5927","CRESWELL","36"
"258","MIAMI","2"
"139653","EVERSON","46"
"2227","OAKLEY","15"
"14174","HASKELL","35"
"11778","YALE","21"
"5193","SYLVA","32"
"108081","CELINA","42"
"3232","FREMONT","21"
"3780","VINITA PARK","24"
"1138","JASPER","9"
"81304","LEXINGTON","35"
"11606","GALESBURG","21"
"2304","MORGANTOWN","16"
"382","LEACHVILLE","3"
"897","LA SALLE","5"
"3985","HOOKSETT","28"
"3180","NEWBERRY","21"
"157978","MOUNTAIN LAKE","22"
"49477","HUNTINGTON","42"
"5073","LONG BEACH","32"
"3953","ASHLAND","28"
"2257","PLAINVILLE","15"
"5386","BRIDGEPORT","34"
"16622","CRANDON","48"
"999","CAMDEN-WYOMING","7"
"5748","WAURIKA","35"
"26458","EAGLE LAKE","9"
"6826","MCDONALD","37"
"5114","CHADBOURN","32"
"65","JEMISON","1"
"14766","CAMBRIDGE SPRINGS","37"
"6064","EAST PITTSBURGH","37"
"7226","PIGEON FORGE","41"
"4305","ALLENTOWN","29"
"151","SULLIGENT","1"
"205","MOODY","1"
"3189","NEW HAVEN","21"
"7839","SALTVILLE","45"
"1182","BELLEVIEW","9"
"137","EUTAW","1"
"158299","ST. ROBERT","24"
"88840","OLD BROOKVILLE VILLAGE","31"
"5263","GRIFTON","32"
"2466","RUSSELL SPRINGS","16"
"135479","CARTERVILLE","24"
"3347","BANGOR","21"
"7572","PORT ARANSAS","42"
"145963","JAMESTOWN","41"
"146255","ITALY","42"
"157013","HAUGHTON","17"
"3790","SLATER","24"
"190983","ANDERSON","24"
"3116","LESLIE","21"
"8392","SEWARD","50"
"3628","ITTA BENA","23"
"22517","PERKINS","35"
"7929","WESTPORT","46"
"3523","LAUDERDALE","22"
"1165","UMATILLA","9"
"238345","JAMESTOWN","34"
"6978","BLACKSBURG","39"
"12129","CHARLESTON","23"
"143","ASHFORD","1"
"7701","HELPER","43"
"80565","WATKINS GLEN VILLAGE","31"
"182674","SEYMOUR","24"
"45330","L'ANSE","21"
"176","WINFIELD","1"
"6199","TULLYTOWN","37"
"16382","FIFE","46"
"14846","JONES TOWNSHIP","37"
"7510","HAMLIN","42"
"44991","MEDWAY","18"
"1388","LAVONIA","10"
"53149","HALSTEAD","15"
"5043","ARCADE VILLAGE","31"
"160723","QUARRYVILLE","37"
"3619","BAY SPRINGS","23"
"89","FLORALA","1"
"9741","BLOOMINGDALE","10"
"3009","NEW BUFFALO","21"
"182552","DONIPHAN","24"
"4158","LAUREL SPRINGS","29"
"15818","ABERNATHY","42"
"7481","LA JOYA","42"
"4552","MILAN","30"
"3796","RED LODGE","25"
"25154","LYMAN","49"
"118824","LEON","14"
"83964","HAYWARD","48"
"83865","NEW GLARUS","48"
"328","EUREKA SPRINGS","3"
"5500","EVENDALE","34"
"128623","AVON-BY-THE-SEA","29"
"1171","CHIEFLAND","9"
"136399","DOLGEVILLE VILLAGE","31"
"6953","FAIRFAX","39"
"1727","OAKBROOK TERRACE","12"
"1341","THUNDERBOLT","10"
"7548","JEFFERSON","42"
"26622","COLQUITT","10"
"157067","COUSHATTA","17"
"7913","CONNELL","46"
"360","HORSESHOE BEND","3"
"6172","MARTINSBURG","37"
"7018","VARNVILLE","39"
"5740","HOLLIS","35"
"134","SAMSON","1"
"7139","SOMERVILLE","41"
"1370","LITHONIA","10"
"6868","NORTH BELLE VERNON","37"
"18226","WADLEY","10"
"3130","IRON RIVER","21"
"6049","WEST HOMESTEAD","37"
"15404","SAINT GEORGE","39"
"176999","ST. MATTHEWS","39"
"6981","GREAT FALLS","39"
"5256","HERTFORD","32"
"113817","LELAND","32"
"3104","LAURIUM","21"
"2658","DENTON","19"
"2756","STOCKBRIDGE","20"
"393","HARRISBURG","3"
"11818","MATTAWAN","21"
"2659","FEDERALSBURG","19"
"142000","COTTONPORT","17"
"8395","WRANGELL","50"
"10271","SOUTH ROXANA","12"
"7383","YORKTOWN","42"
"238","CAMDEN","1"
"1529","HOMEDALE","11"
"1680","PHOENIX","12"
"186013","LINDEN","42"
"7016","ESTILL","39"
"2247","MINNEAPOLIS","15"
"1327","KINGSLAND","10"
"3002","BERRIEN SPRINGS-ORONOKO","21"
"5169","GIBSONVILLE","32"
"7853","COEBURN","45"
"5269","LIBERTY","32"
"1159","GROVELAND","9"
"7071","COWPENS","39"
"57525","WESTFALL TOWNSHIP","37"
"99624","WEIMAR","42"
"3969","GREENVILLE","28"
"7909","CASTLE ROCK","46"
